"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME	Other Assets, Interest-only strips r	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME	Other Assets, Interest-only strips r	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
256058																				2690	0	13193		980				4650					0	4873	0	0				
256076																				294	920	5516		94				636					0	3572	0	0				
256179																				41	0	5220		231				1099					0	3849	0	0				
256553																			20	13403	14575	148282	1394	8412				41526		3489			0	70366	0	0				
257233																				4982	14713	59681		6648				6049					0	27289	0	0				
257345																				1191	0	3001		389				1421					0	0	0	0				
257578																				8617	485	36518		13986				2288					0	11142	0	0				
257653																				0	0	661		58				603					0	0	0	0				
257756																				4759	0	12604		496				3300					421	3628	0	0				
258306																				3132	5431	26130		5286				1997					0	6558	0	3726				
258379																				283	1130	8383		738				870					0	5362	0	0				
258539																				723	0	2531		59				1749					0	0	0	0				
258874																				433	287	5989		155				538					0	4576	0	0				
259059																				225	0	1980		716				1039					0	0	0	0				
259330																				829	2803	31170	2406	6109				3963					0	9444	0	8022				
259442																				3007	1133	18120		584				3116					0	9460	0	820				
259956																				1947	1697	4590		324				622					0	0	0	0				
260055																				14911	26500	194250	8850	17568				30699					0	81860	4014	18698				
260831																				177	0	1769		198				1318					0	76	0	0				
261146																				1900	0	10000	1986	6295				1805	1904		1796		0	0	0	0				
261360																				120	3667	34277		776				7530					0	20916	0	1268				
261940																				6345	0	33193		2679				8895					0	14691	0	583				
262059																				908	2084	19720		2647				1919					0	12162	0	0				
262237																				435	2542	15536		1209				3090					0	0	0	8260				
262358																				4667	5206	24315		2855				1589					0	9998	0	0				
262741																				2797	0	18058		433				4153					0	10057	0	618				
262844																				4684	0	34342		1531				5936					0	20361	0	1830				
262956																				1350	825	9952		338				1162					0	5841	0	436				
263243																				1357	0	13210		1799		1158		3193					0	6861	0	0		Unamortized Finders Fees		
263627																				609	1125	13435		596				489					0	9523	0	1093				
264455																				534	2962	15522		1936				2903					0	7187	0	0				
264772																			0	41480	71911	424122	0	229695	0	0	0	45001	0	168088	0	0	0	36035	0	0				
265340																				1632	4118	12393		260				1231					0	5152	0	0				
265407																				1575	16012	79305		6812				7708					0	43601	1479	2118				
265452																				1152	11	4022		20				1141					0	1698	0	0				
265676																				135	1192	5775		284				548					0	3616	0	0				
266244																				1912	1777	9229		792				1090					0	3658	0	0				
266253																				1648	0	8220		285				2621					0	3666	0	0				
266655																				977	26	7492		411				1253					0	4825	0	0				
266851																				425	1084	12999		1249				1533					0	8708	0	0				
266945																				4888	8430	44911		1733				4769					0	25091	0	0				
267652																				609	0	5189		187				447					0	3946	0	0				
268006																				2921	17058	76222	5327	15934		7380		8711					0	31598	0	0		Investment in LIHTC projects		
268136																				272	1980	10008		922				1869					0	4412	0	553				
268677																				1319	0	22360	2294	17882	5197			3159			10390		0	0	0	0	BOLI			
268828																				854	2378	18913		2366	1836			1087					0	12228	0	0	EDP SOFTWARE			
268976																				2986	661	19708		352				3420					0	12289	0	0				
269049																				5404	100	11772		821				4229					0	1218	0	0				
269058																				2986	0	8070	214	296				1370					0	3418	0	0				
269571																				56	0	2303		30				333					0	1158	0	726				
269759																				195	0	3252		78				1065					0	1914	0	0				
270148																				248	33	5294		216				1320					0	3477	0	0				
270353																				144	0	1787		85				318					0	1240	0	0				
270504																				2902	3651	27420		10152				5298					0	3847	0	1570				
270531																				1045	1816	3558		156				541					0	0	0	0				
270652																				0	0	3113		301				1076					0	1736	0	0				
271136																				20	0	986		503				463					0	0	0	0				
271275																				1638	4742	16708	1127	1629				1523	50				0	7176	0	0				
271341																				116	0	820		201				503					0	0	0	0				
271529																				549	0	18667		1737				2205					0	11054	0	3122				
272030																				165	757	4366		719				863					0	1150	0	712				
272058																				187	0	738		30				521					0	0	0	0				
272151																				130	878	3477		161				177					0	2131	0	0				
272272																				55758	7958	173982		5012				28099					0	76154	0	1001				
272302																				58360	8586	234925		26074	25149			10402					0	128466	0	3037	Prepaid Pension	Current prepaid fed and and state tax		
273336																				2048	23763	122922		36966				10992			20218		0	36344	0	12809				
273550																				11402	1087	22094		116				3369					0	6120	0	0				
273653																				213	0	859		37				609					0	0	0	0				
273662																				958	19584	45050		18775				5733					0	0	0	0				
273840																				1576	0	10374		323				1578					0	6897	0	0				
273859																				188	0	493		0				305					0	0	0	0				
274025																				112	42	445		132				159					0	0	0	0				
274052																				154	0	710		148				408					0	0	0	0				
274829																				1380	4126	31477		5048				1755					0	19043	0	125				
274856																				546	68	2605		169				1822					0	0	0	0				
275255																			35	852	0	9369	1099	1165	27	4		5477					0	1875	0	0	CDARS Outgoing RBP	ICS Simplified Settlement		
275358																				8345	7968	56999		2582				17942					0	18363	19	1780				
275479																				2061	3891	9280		342				749					0	2237	0	0				
275657																				1165	152	2122		0				805					0	0	0	0				
276074																				3524	0	17149		9201				1604					0	2820	0	0				
276159																				285	2226	4061		105				1445					0	0	0	0				
276551																				544	0	5466		164				947					0	3811	0	0				
276579																				247882	684012	2845269		1008837				328828		306183			0	544184	31526	0				
276645																				1991	180	12609		910				3536					0	5992	0	0				
276654																				61	0	1037		104				872					0	0	0	0				
276850																				5077	1953	29672		2479				14652					0	2726	0	2785				
276953																				0	232	2751		1448	1337			1071					0	0	0	0	CSV Life Insurance			
277240																				1314	2167	5513		254				1778					0	0	0	0				
277277																			371	5083	902	13464	358	1285	94	210	145	1737			105		0	4457	0	0	Right of Use Asset	Due from ISO Processor	Prepaids Greater than 1 year	
277736																				865	0	2073		376				832					0	0	0	0				
277820																				840	5576	18517		517				2814					0	5444	116	3210				
278256																				2593	1093	16468		2392				3600					0	6790	0	0				
278555																				6281	6606	40558	4492	13371				14300			7113		0	0	0	0				
278733																				137	765	2556		663				991					0	0	0	0				
278751																				101	0	721		373				247					0	0	0	0				
278818																				17936	26867	170637	17056	24426				17991					0	62035	0	21382			0	
279105																				2414	11216	78368	27995	32191				6119					0	18242	0	8186				
279842																				7984	0	11756		837				2935					0	0	0	0				
279954																				5309	0	38225		7067	5264			11982					0	13867	0	0	OTHER RECEIVABLES			
280110	0	1071797	1100664	9293334	0	2203980	0	0	0	663261	0	0	2054298	0	0	3208672	660552	384408		1071797																				
280138																				115	1747	8267		772				527					0	5106	0	0				
280352																				173	0	1965		77				744					0	971	0	0				
280558																				128	0	829		141				560					0	0	0	0				
282075																				4741	6581	68475		5973				6308					0	44872	0	0				
282226																				400	2948	6826		323				1684					0	1471	0	0				
282824																				1823	1466	17413		1082				1904					0	6106	0	5032				
283438																				1175	4476	49407	1473	26414	19944			6091					0	11251	0	0	INVESTMENT IN SUBSIDIARY			
283652																				507	0	3671		424				2740					0	0	0	0				
283737																				1395	0	9596		909				7292					0	0	0	0				
283867																				6643	0	26476		6082				4330					0	9421	0	0				
284154																				1025	126	2238		126				961					0	0	0	0				
284239																				454	0	6664		263				1411					0	4536	0	0				
284556																				4185	0	17767		1721				9395					0	2466	0	0				
284752																				503	0	2021		171				1028					0	319	0	0				
284958																				205	8	807		132				462					0	0	0	0				
285151																				1979	0	4510	102	312	117			2219					0	0	0	0	Gold and Silver			
285348																				675	530	6552		657				1570					0	3120	0	0				
285544																				1104	2105	4147	122	324				614					0	0	0	0				
285553																				0	0	1068		16				495					0	557	0	0				
285740																				4918	0	30956	760	928				3420		33	135		0	21690	0	0	Cardinal Tickets			
285852																				3465	402	19933		1905				4118					0	10043	0	0				
285928																				393	0	12090		499				1699					0	9499	0	0				
286251																				0	0	2321		103				185					0	2033	0	0				
286457																				6331	3922	46953		6173				8025					0	22502	0	0				
287007																				227	1881	2690		208				374					0	0	0	0				
287342																				517	153	2791		228				1482					0	411	0	0				
287922																				102	190	2427		70				227					0	1838	0	0				
287959																				1096	54	2316		58				1108					0	0	0	0				
288152																				129	140	1705		32				168					0	1236	0	0				
288376																				970	8065	25128	241	2805	2551			1661					0	11627	0	0	Purchased Solar Income Tax Credits			
288853																				94424	261366	870228	13302	48281				83812			22677		0	272686	0	109659				
289056																				1534	1792	10759		200				814					0	6419	0	0				
289225																				465	0	2318		38				258					0	1557	0	0				
289515																				8897	8179	56772		9816				7496					0	13349	0	9035				
289702																				10724	9943	47034		4579				6463					0	15325	0	0				
289739																				1056	746	9835		534				1800					0	5699	0	0				
289757																				1209	359	8376		599				2430					0	3779	0	0				
290249																				6198	0	71188		28615				5603					0	30772	0	0				
290838																				1513	1156	17462		12383				2410					0	0	0	0				
290922																				78	0	1239		177				984					0	0	0	0				
291059																				321	0	3570		120				1287					0	1842	0	0				
291611																				238	0	11610		9847				1525					0	0	0	0				
291732																				70	2066	3182		31				1015					0	0	0	0				
292234																				1728	1414	17086		952				1251					0	11741	0	0				
292467																				451	0	1240		200				589					0	0	0	0				
292850																				98	129	494		52				215					0	0	0	0				
293053																				2226	6239	57290		7854				7715					0	33256	0	0				
293437																				3020	11350	26243		893				2138					0	568	4427	3847				
293651																				1541	49	11383		5				4665					0	4642	0	481				
293754																				116	0	2584		468				386					0	1614	0	0				
294023																				1580	7928	53732		23801				5829					0	14594	0	0				
294751																				643	0	11640	1851	3858	1727			1558					0	5581	0	0	Check Card Settlement Receivable			
294779																				5103	928	45053	2647	9483	2767			7396					0	22143	0	0	Lease right to use asset			
294827																				285	886	9541		1982				759					0	5629	0	0				
295011																				2964	2189	19998	719	1264	280			2761					0	10820	0	0	Loan Fees Receivable			
295057																				296	0	1558		294				968					0	0	0	0				
295646																				0	286	485		19				180					0	0	0	0				
296456																				2029	149	15138		1295				3361					0	8304	0	0				
296474																				763	0	11362		1259				1169					0	8171	0	0				
296559																				587	201	9302		6250				2264					0	0	0	0				
296755																				249	0	7259		102				2547					0	4361	0	0				
297051																				1192	14	5498		186				1274					0	2832	0	0				
297761																				1330	8553	17801		1420				1223					0	5275	0	0				
298049																				123	1	2523		376				2023					0	0	0	0				
298218																				5935	2114	41891		1607				6182					0	23537	0	2516				
298245																				1959	6777	12099	254	811	543			2552					0	0	0	0	Income tax receivables			
299868																				1292	3437	31292		3847				1605					0	15377	0	5734				
300009																				2418	2249	40273		8241				2966					0	21666	0	2733				
300063																				4978	3141	13483		2787				2577					0	0	0	0				
300353																				1022	0	10244		384				3174					0	5664	0	0				
300933																				323	0	16866	844	1236	360			2834					0	7739	0	4734	Reclassify ATM Switch Clearing	0		
300942																				242	157	5469	166	221				1436					0	3413	0	0				
301574																				680	3835	44328		5041				3005					0	22159	5186	4422				
301800																				2732	10536	62448	2418	13033				5953					0	30194	0	0				
302030																				238	721	1156		181				16					0	0	0	0				
302133																				594	23	3305		292				251					0	2145	0	0				
302553																				2006	339	11290		967				2919					0	5059	0	0				
302656																				7304	0	74385	3817	10898	1333			19541	5106	269	203		0	36642	0	0	EFT Settlement	Income Tax Refund Receivable		
303653																				50	0	2020		440				1530					0	0	0	0				
303701																				522	1980	9740		1498				1202					0	4538	0	0				
303747																				130	608	3395		304				406					0	1947	0	0				
303952																				2300	3727	20045		580				6578					0	6860	0	0				
304173																				10677	14172	77310		3413				3868					0	45180	0	0				
304520																				509	0	4997		149				618					0	1673	0	2048				
304575																				275	16	625		260				74					0	0	0	0				
304762																				261	512	2449		486				1190					0	0	0	0				
304913																			0	0	688	3209	0	2521	0	0	0	0	0	0	2521	0	0	0	0	0				
305059																				882	0	4755		905				2968					0	0	0	0				
305077																				354	493	7438		1769				708					0	3887	0	227				
305237																				137	893	8839		748				876					0	6185	0	0				
305442																				2123	3014	28474		1371				3229					0	18737	0	0				
306056																				138	170	1448		147				799					0	194	0	0				
306159																				4618	0	17216	620	754	134			2014					0	9830	0	0	Other Receivables			
306337																				596	0	17025		1346				4353					0	10318	0	412				
306908																				481	1444	37537		11938				3231					0	18253	0	2190				
307062																				401	1504	8939		1338				4371					0	1325	0	0				
307334																				2186	1081	11262		1797				1541					0	4657	0	0				
307361																				3031	0	6561		1488				2042					0	0	0	0				
307679																				1768	3339	42172		3394				4647					0	21342	168	7514				
308340																				2187	0	12594		1273				4144					0	3160	0	1830				
308836																				332	252	831		79				168					0	0	0	0				
309150																				1867	0	18992		1372				2197					0	0	13556	0				
309655																				3973	5251	47918		22400				10241					0	6053	0	0				
309851																				162	39	4126		1171				415					0	2339	0	0				
310754																				4676	0	28999		22530				1793					0	0	0	0				
310978																				18760	9049	134881		20842				8328	9556				0	67459	10443	0				
311050																				3247	0	20959		2781				6905					0	8026	0	0				
311144																				0	0	272		5				267					0	0	0	0				
311256																				2120	426	11369		5042				1490					0	2291	0	0				
311265																				575	0	11940		696				1508					0	9161	0	0				
311603																				7245	29	44289		26002				4453					0	0	6560	0				
311658																				365	576	2633		108				351					0	1233	0	0				
311845																				44313	181975	695448		297987				99835		79904			0	68251	3087	0				
311939																				1026	0	10137		687				1374					0	7050	0	0				
312244																				3357	0	30888		1241				8677					0	17613	0	0				
312356																				114	0	2239		237				1888					0	0	0	0				
313009																				3751	1890	7002		251				1110					0	0	0	0				
313157																				378	0	4023		298				2488					0	859	0	0				
313223																				4195	3049	20803		3161				2077					0	6957	0	1364				
313577																				4618	3359	41191		3849				4661					0	21608	0	3096				
314257																				4350	0	21298		5504				4937					0	6507	0	0				
314444																				1686	0	7017		355				2267					0	2709	0	0				
315656																				305	0	1452		379				768					0	0	0	0				
316840																				28014	25736	216453	11979	30192				21238					0	78851	0	32422				
316859																				353	1379	5554		332				2173					0	1317	0	0				
316934																				0	33	534		45				456					0	0	0	0				
317258																				432	0	21778		1119				5014					0	14076	0	1137				
317342																				20794	42432	241014		35024				28579	8866				0	96495	17690	0				
317379																				689	2157	9975		2784				3256					0	1089	0	0				
318974																				26938	4107	145511		50091				7414					0	56082	0	879				
319047																				1808	684	14011		2970				2248					0	4160	0	2141				
319551																				10693	1765	34373		946				9323					0	11646	0	0				
320034																				156	78	2305		146				734					0	1191	0	0				
320052																				1620	0	12376	2864	4652				6104		1424			0	0	0	0	Rejectd Debit			
320070																				1635	593	9161		537				548					0	5094	0	754				
320119																				11918	59568	527102		134725				59825	67372				0	261066	0	0				
321152																				358	0	3044	281	2047		1750		639					0	0	0	0		Investment in Sub Debt		
321255																				38	0	754	75	319				397					0	0	0	0				
321273																				6284	4772	33676		3074				2267					0	17279	0	0				
321330																				53	321	1833		98				500					0	861	0	0				
321947																				2249	7040	30893	718	1271				3426		59	50		0	12775	0	4132				
322449																				646	65	2401		151				1539					0	0	0	0				
322551																				51	49	512		74				338					0	0	0	0				
323204																				14084	18219	65199		2241				8084					0	20572	0	1999				
323651																				587	1226	6557		1125				3619					0	0	0	0				
324153																				1150	2552	11070		809				2058					0	4501	0	0				
324229																				399	90	791		130				172					0	0	0	0				
324256																				0	0	1372		68				1304					0	0	0	0				
324340																				31116	20130	165937	3092	11848	6199			16538					0	84920	0	1385	LIHTC ASSETS			
324854																				345	2035	12077		273				3666					0	5758	0	0				
324863																				1359	16741	64887	2267	2531				14318					0	29938	0	0				
324975																				1245	1515	7379		780				798					0	2942	99	0				
325141																				1084	2868	11522	701	701				1447					0	4873	0	549				
325459																				197	526	1191		40				428					0	0	0	0				
325534																				496	0	3110		1272				1342					0	0	0	0				
326054																				871	1017	7591		740				1890					0	3073	0	0				
326344																				3620	8169	30157		1108				8274					0	6495	0	2491				
326858																				7461	15538	65539		16253				14828					0	11459	0	0				
326979																				973	5026	36931		6416				2546					0	19895	0	2075				
327220																				444	939	6431		601				992					0	3455	0	0				
327305																				2261	2374	35372		10505				3714					0	16518	0	0				
327435																				1432	13222	36346		2215				2460					0	17017	0	0				
327556																				863	0	16116		2552				4003					0	8698	0	0				
327855																				1590	0	25132		1730				3106					0	18706	0	0				
328058																				268	0	617		76				273					0	0	0	0				
328357																				5410	0	19399		7795				3253			7302		0	2941	0	0				
328656																				1565	0	6922		390				2506					0	2461	0	0				
328777																				12233	22153	131594	3589	11431	5854			11787					0	62926	1735	9329	SBIC - Investment			
329149																				1008	0	5250		237				1787					0	2218	0	0				
329345																				4416	4782	46187		9114				4419					0	22489	967	0				
329550																				2140	2094	22062		2357				2799					0	9063	0	3609				
329952																				5800	4721	15330	881	888				3921					0	0	0	0				
330239																				551	528	16088		349				1575					0	11968	0	1117				
330248																				376	0	5592		201				1484					0	3531	0	0				
330855																				5775	19579	194306		62238	37158			31186					0	66910	0	8618	Purchased Tax Credits			
330949																				1616	882	10884		534				2539					0	5313	0	0				
331076																				2606	1323	16655		360				955					0	11411	0	0				
331375																				2762	272	5326		1659				633					0	0	0	0				
331544																				725	0	4595		171				472					0	3227	0	0				
331713																				2188	7428	32158		1352				2312					0	14802	0	4076				
332224																				359	2171	19720		4109				2138					0	10943	0	0				
332671																				1318	941	9107		1270				344					0	1150	4084	0				
332756																				577	0	1584		187				820					0	0	0	0				
333203																				13615	10877	57778	5297	6501				7575					0	17822	0	1388				
333650																				852	11	15542		117				7284					0	7278	0	0				
333856																				728	2261	17181		621				3692					0	9879	0	0				
333940																				71	501	1299	68	68				659					0	0	0	0				
334264																				1268	4911	20224		1136				2573					0	10336	0	0				
335346																				837	1637	8627		812				2229					0	700	1195	1217				
336147																				536	682	3126		309				931					0	668	0	0				
336361																				199	0	1080		117				764					0	0	0	0				
336576																				1053	0	6657		4434				1170					0	0	0	0				
337340																				312	0	1090		169				609					0	0	0	0				
338646																				1668	0	11549		733				5300					0	2600	1248	0				
338945																				80	0	865		113				672					0	0	0	0				
339072																				1546	0	20266		15679	12001			3041					0	0	0	0	MSR Sale Receivable			
339353																				51	0	1644		21				695					0	443	0	434				
339456																				1389	0	7208	1209	3109				2710			862		0	0	0	0				
339607																				14346	4041	34403		3360				5766					0	6890	0	0				
339773																				40229	49710	259129		31449				27155	20538				0	109235	0	1351				
339858																			0	357909	129119	2090151	0	1003768		397091		174861	0	0	0	0	0	93693	326255	4546		Margin Accounts on Derivative Positions		
340135																				6596	7021	82501		15256	12493			6763					0	46865	0	0	LINQS+ Annuities			
340144																				8996	7544	47993		1906				5094					0	24453	0	0				
340256																				5926	0	10213		912				3028					0	347	0	0				
340443																				436	1402	6483		261				771					0	3613	0	0				
340742																				2716	3232	16969	909	1472				2853	218				0	6696	0	0				
340751																				537	0	31301		1809				5102					0	23853	0	0				
341310																				4275	4601	43412		8677				4068					0	21791	0	0				
342054																				468	0	4829		1978				2383					0	0	0	0				
342410																				23984	33481	255331	10473	30729	8628			21173					0	120980	0	24984	RABBI TRUST - DEFERRED COMP ASSET			
342634																				38981	7298	662068		237345	64270			73151					0	120050	183487	1756	O/A Investment in Partnerships			
343051																				49	2115	7313		425				331					0	4393	0	0				
343248																				105	64	523	40	40				314					0	0	0	0				
343770																				86	112	894		69				627					0	0	0	0				
343903																				4450	479	39420		17636				3598					0	11655	0	1602				
343958																				571	0	3148		92				1694					0	791	0	0				
344647																				3662	15382	49151	3045	3556	257			6601					0	19950	0	0	Dealer Reserve			
344852																				40	0	2437		0				860					0	1537	0	0				
345309																				9452	9416	84033	1622	3248				5846			1372		0	56071	0	0				
345345																				2744	0	10737	631	1493				6500					0	0	0	0				
345747																				6117	4209	31544	748	2290				3036					0	11793	0	4099				
345756																				22592	2009	42172	523	5273				1885			1582		834	9579	0	0				
345877																				1780	2253	26904		1448				3508					0	13641	3702	572				
346379																				5410	0	14282		2208				2300					0	4364	0	0				
346566																				145	0	435		95				195					0	0	0	0				
346771																				318	195	2066		659				894					0	0	0	0				
347022																				366	1041	2749		145				897					0	300	0	0				
347639																				5948	257	19716		1980				1663					0	6759	0	3109				
347956																				2581	0	17876		13634				1661	5728				0	0	0	0				
348159																				3739	597	9595		1041				1029					0	3189	0	0				
348720																				694	2600	22002		984				3411					0	13098	1215	0				
349129																				647	0	8627		254				983					0	6743	0	0				
349343																				415	0	2711		389				1907					0	0	0	0				
350657																				18	0	372		87				267					0	0	0	0				
350750																				879	0	2187		325				983					0	0	0	0				
351131																				0	727	1278		74				302					0	0	0	175				
351560																				1033	3000	11684		908				817					0	5926	0	0				
351878																				379	120	2089		1045				545					0	0	0	0				
352370																				230	443	6615		519				975					0	4448	0	0				
352651																				336	0	1443		206				901					0	0	0	0				
352745																				1891	0	10449		931				1999					0	5628	0	0				
352772																				12658	129781	808076		280241	205902			63736					0	142140	175042	4478	Low Income Housing Tax Credits			
353238																				1314	854	18060		2098				2397					0	7137	1068	3192				
353546																				327	131	6002		440				1163					0	3941	0	0				
353555																			1897	6347	0	118360	12147	41720				47306	13112				0	20649	0	2338				
353957																				193	0	1264		69				1002					0	0	0	0				
354253																				217	74	2718		41				555					0	1831	0	0				
354310																				35511	17629	251761	12602	30587				29612			8055		0	116048	22374	0				
354552																				3957	1723	22142		3455				3382					0	9625	0	0				
354851																				271	0	2763		172				955					0	1365	0	0				
355120																				641	3448	22384		709				2624					0	12679	0	2283				
355559																				3130	825	16953		815				1759					0	10424	0	0				
355858																				4030	23176	48532	1318	2321				9476					0	9529	0	0				
356239																				1530	0	10812		485				5231					0	2904	0	662				
356659																				322	155	1944		0				1467					0	0	0	0				
356752																				1599	1082	7938		830				2319					0	2108	0	0				
357526																				2125	2332	13175		1314				763					0	6641	0	0				
357553																				516	830	4467		174				2947					0	0	0	0				
357777																				1918	181	13624		296				1091					0	10138	0	0				
357937																				1539	0	20263		6799				537					0	9290	0	2098				
358112																				187	0	5750		218				842					0	4503	0	0				
358448																				220	403	4880		212				353					0	3692	0	0				
359472																				111	148	596		53				284					0	0	0	0				
359744																				59	332	1693		41				874					0	387	0	0				
360777																				22	72	529		110				104					0	221	0	0				
361055																				1850	1183	36623		2350				3730					0	18231	0	9279				
361167																				18722	29176	267577	22860	37714				35974					0	90239	8819	46933				
361279																				1302	748	9684		913				1520					0	3895	0	1306				
361354																				184	0	686		5				474					0	23	0	0				
361439																				477	4365	23278	420	1563	104	898		1981			42		0	14892	0	0	Uncollected Late Charges	Pathway State Tax CR Investment	Other Assets	
362043																				33	189	772		37				513					0	0	0	0				
362155																				142	361	3974		232				1016					0	2223	0	0				
362717																			112	10283	6246	47032	1247	2019				5075	569				0	17272	6137	0				
362856																				923	0	2912		125				788					0	1076	0	0				
363442																				2	9	859		705				143					0	0	0	0				
363648																				283	110	2332		142				1797					0	0	0	0				
363657																				5695	0	16745		4886				2347					0	3817	0	0				
363778																				459	0	3616		564				436					0	2157	0	0				
364131																				284	0	7507		1896				1772					0	3555	0	0				
364270	10	304	278	3213	293	1857	695	531		774			14		0	0	0	0		304																	Deferred Compensation	Deferred Principal & Interest		
364430																				1434	0	4318		797				1385					0	702	0	0				
364850																			13	373	100	1861	73	214	105			646		23			0	528	0	0	Project Advance			
365325																				257494	118798	1129453	37231	109311	52633			109450					0	328840	111467	94093	PBO Funded Asset			
365745																				759	2129	12166		3608				1413					0	4257	0	0				
365848																				160	1497	2250		306				287					0	0	0	0				
365950																				174	0	1088		226				688					0	0	0	0				
366078																				9786	1814	34134		2902				3679					0	13850	0	2103				
366238																				1772	15164	48329	2820	7762				8566		262	378		0	9811	0	5254				
366247																				131	0	1804		0				1673					0	0	0	0				
366359																				26	0	977		236				715					0	0	0	0				
366658																				646	405	2303		569				683					0	0	0	0				
366854																				557	461	2328		299				1011					0	0	0	0				
367150																				493	0	1389		99				797					0	0	0	0				
367178																				1100	180	7330		564				369					0	4223	0	894				
367431																				478	474	7573		1287				1524					0	3810	0	0				
367543																				2579	1717	19739		440				3376					0	3528	0	8099				
368054																				236	0	1495		4				1255					0	0	0	0				
368344																				564	308	8619	144	184				1827					0	5736	0	0				
368522																				1737	746	11852		2887				792					0	5690	0	0				
368951																				1038	0	3395		188				2169					0	0	0	0				
369453																				672	237	6828		54				1386					0	4479	0	0				
369659																				3297	0	42193		3899				6019					0	28978	0	0				
370020																				5969	2994	27220		1992				3134					0	10675	0	2456				
370347																				524	0	2635		330				1781					0	0	0	0				
370721																				3031	200	13642	626	2034		277	596	3131					0	3167	0	2079	PREPAID PENSION	LRA	MSR	
370833																				167	693	3991		1999				882					0	250	0	0				
370954																				215	0	2134		84				447					0	1388	0	0				
371223																				1615	396	11270		7919				1340					0	0	0	0				
371232																				406	1908	11202		1360				706					0	6124	0	698				
371362																				1696	0	17135		362				4086					0	7701	0	3290				
371849																				0	0	2407		216				789					0	886	0	516				
371924																				3587	1873	45529		8654				6451					0	18477	0	6487				
371942																				497	515	6603		464				1736					0	3391	0	0				
372444																				377	730	2159		153				899					0	0	0	0				
372538																				3837	287	26165		1222				5366					0	11018	0	4435				
372640																				1042	0	8590		105				1652					0	5180	0	611				
372855																				820	0	8428	1423	1592				1159					0	4857	0	0				
373272																				222	64	793		349				158					0	0	0	0				
373553																				224	0	1093		164				705					0	0	0	0				
373601																				225	0	11319	758	4277	974			6817					0	0	0	0	IR Derivatives			
374130																				1119	1579	7371		320				910					0	2320	0	1123				
374653																				13899	3300	151443	7632	25761				13609			14079		0	78261	0	16613				
374774																				418	0	8380		2634				761					0	4567	0	0				
375043																				4253	0	62177	1554	3103		1054		19171					0	35650	0	0		Loan Legal Fee Receivable		
375379																				229	351	1534		828				126					0	0	0	0				
375650																				57	0	1957		437				85					0	1378	0	0				
376237																				185	74	3506		670				705					0	1872	0	0				
376273																				7249	3023	30475	2628	5495				8519					0	6189	0	0				
376442																				2424	2585	20336	738	883				6946			128		0	7498	0	0				
376947																				134	0	2554		707				1439					0	274	0	0				
377663																				800	1244	6200	240	241				1302					0	2613	0	0				
377850																				1059	0	4681		265				1981					0	1376	0	0				
378044																				0	0	531		180				351					0	0	0	0				
378110																				192	181	741		142				226					0	0	0	0				
379050																				80	0	925		67				310					0	468	0	0				
379153																				162	0	2569		232				1060					0	779	0	336				
379470																				884	900	4832		245				559					0	2244	0	0				
379649																			43	544	757	19283	191	234				1396					0	11427	0	4925				
379920																				348114	1504	1641111	138048	453179				163639					0	388709	138047	147919				
380346																				352	203	4109		140				1086					0	0	2328	0				
380458																				11504	11143	73213		26511				10799					0	11541	0	1715				
380533																				2095	2	8949		510				6262					0	80	0	0				
380878																				2133	1511	11065		495				1327					0	5599	0	0				
