"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
1669	0	60653					1208	10622	79472					0	0	0			10622	0	0	0										0		
1856	0	0					229	1000	7652					2000	0	0			0	0	0	0										0		
2161	0	0					2334	0	80242					0	0	0			0	33863	0	0										0		
2732	0	31793					1538	0	41520					0	0	0			0	7434	0	0										0		
2750	0	0					310	0	13551					1190	0	0			0	7145	0	0										56		
3252	0	38916					453	0	230899					0	0	0			0	55064	0	0										0		
3720	0	18748					351	38924	104684					0	0	0			31179	4781	0	0										0		
3971	0	43399					6932	0	227367					55500	0	0			0	8514	0	0										905		
4231	0	1005					121	1300	71504					0	0	0			0	21010	0	0										0		
5069	0	1937					0	0	7213					0	0	0			0	1704	0	0										1109		
5135	0	74612					522	0	96017					1039	0	0			0	1777	0	0										0		
5210	0	0					12574	63159	471659					240000	0	0			62221	10409	0	16427										942		
5461	1990	0					4516	214652	21467					11883	0	0			93621	2634	0	0										0		
5751	0	1921					668	6250	101595					0	0	0			0	34416	0	0										0		
6039	0	41594					448	3464	56749					2640	0	0			0	1530	0	0										0		
6329	0	0					1552	0	189314					0	0	0			0	12716	0	0										0		
7009	0	1236231					0	0	1274622					0	0	0			0	38391	0	0										1001		
7045	0	3048					669	1436	139449					0	0	0			1436	51342	0	0										0		
7072	0	2954					2812	34567	39273					15000	0	0			6742	2748	0	0										0		
7456	0	0					602	0	25121					0	0	0			0	22286	0	0										66		
7634	0	0					101	0	11515					0	0	0			0	5332	0	0										0		
8462	0	0					20	0	94836					0	0	0			0	22641	0	0										0		
8631	0	0					345	0	16912					0	0	0			0	731	0	0										0		
9357	0	3940					2140	0	54404					40000	0	0			0	0	0	0										891		
9553	0	3483					2849	33905	30986					58730	0	0			33905	10370	0	0										0		
9807	0	20018					6424	122319	400593					0	0	0			78533	156303	0	34609										1141		
9955	0	1884					3869	0	49659					25903	0	0			0	21150	10272	0										0		
10250	0	4890					2499	0	220675					5000	0	0			0	110542	0	0										0		
10849	0	19175					832	0	71822					2700	0	0			0	21536	0	0										0		
11145	0	0					1590	0	128486					17000	0	0			0	54507	0	0										0		
11640	0	0					2290	0	100798					0	0	0			0	68032	0	0										0		
11837	0	15439					159	0	54409					0	0	0			0	3389	0	0										0		
12030	0	133510					40419	74	134990					0	0	0			0	0	0	0										0		
12142	0	0					810	48167	71635					0	0	0			0	44380	0	0										0		
12311	2158349	8485576	0	0	0	152470	1167104	14768414	35556939	292965	283842409	0	250562713	16896712	265790	356550	42143	519322	1327	4338069	0	11528	7568551	12865459	4998044	8584671	0	601372	0	10000	0	35321	1233906	
12647	0	0					715	64581	0					8850	0	0			36086	0	0	0										0		
12946	0	0					8056	0	476716					0	0	0			0	255783	0	0										5087		
13103	0	1383					1705	17968	280034					6698	0	0			0	14212	0	0										18447		
13251	0	1024					807	0	3601					0	0	0			0	274	0	0										0		
13457	0	884					0	0	1823					0	0	0			0	99	0	0										0		
14155	0	10535					531	0	20816					2500	0	0			0	5562	0	0										0		
14650	2993	0					508	5824	0					0	0	0			2828	0	0	0										0		
14753	0	492					160	25	10244					0	0	0			0	4668	0	0										110		
14865	0	0					771	3604	196150					0	0	0			1308	3397	0	0										0		
14977	0	10382					67	0	11277					0	0	0			0	895	0	0										0		
16551	0	43187					4287	17070	49797					24500	0	0			14070	0	0	0										0		
17110	100	0					219	100	0					0	0	0			0	0	0	0										29554		
17147	0	0					70835	1937730	1372417					1307187	0	0			1066149	877380	0	89458										0		
17259	0	959					375	545	12163					0	0	0			545	7301	0	0										0		
17950	0	68133					1546	0	390578					0	0	0			0	73417	0	0										167		
17978	7977	0					292	102777	0					0	0	0			10408	0	0	0										0		
18050	0	6570					1774	0	305004					0	0	0			0	117787	0	0										0		
18827	0	1991					11236	0	382861					50000	0	0			0	103442	0	0										131		
18836	0	1980					497	0	34971					0	0	0			0	3143	0	0										0		
18854	0	5585					1158	0	52140					0	0	0			0	16650	0	0										0		
19356	0	0					740	0	12844					5500	0	0			0	9440	0	0										0		
19936	0	46629					601	480	107667					5041	0	0			0	15796	0	0										0		
19972	0	0					39	25951	0					0	0	0			25920	0	0	0										1256		
20053	0	0					490	0	4101					7000	0	0			0	2286	0	0										0		
20633	0	1476					1447	0	77065					20895	0	0			0	28000	0	0										673		
20857	58805	0					914	95267	83169					9341	0	0			36462	82232	0	530										56		
21256	0	99					66	0	1194					0	0	0			0	0	0	0										0		
21359	0	2438					363	241	19676					0	0	0			0	3873	0	0										0		
21658	0	2740					1676	0	38408					24991	0	0			0	8859	0	0										72		
22048	0	0					627	0	44708					406	0	0			0	19454	0	0										0		
22543	0	10031					824	0	11142					0	0	0			0	1111	0	0										74		
22552	0	964					1526	2064	12128					1016	0	0			2064	250	0	0										58		
22730	0	0					403	0	132522					139	0	0			0	39999	0	7068										0		
23456	0	2940					2077	408	78507					518	0	0			408	37544	0	0										0		
23504	0	0					63659	647842	837769					492630	70536	70536			0	15220	0	0										2685		
23643	0	0					1723	0	98281					2000	0	0			0	46217	0	0										0		
23755	0	0					1070	34905	38802					2346	0	0			19424	14711	0	0										0		
24378	0	0					385	11067	1980					6000	0	0			698	0	0	0										0		
24659	7027	27888					56	9321	31434					0	0	0			1788	1537	0	0										12		
24949	0	0					1746	117013	87437					8750	0	0			0	0	0	0										0		
25357	0	0					3654	32511	92719					0	0	0			1126	4937	0	0										0		
25647	0	10050					1315	0	20043					39000	0	0			0	0	0	0										0		
26765	0	3914					11664	430	147190					0	0	0			430	7377	0	0										0		
27070	0	5366					8823	0	169508					113600	0	0			0	84409	0	2523										0		
27614	0	0					1041	0	254664					0	0	0			0	93574	0	0										0		
27847	0	0					2486	0	144956					27000	0	0			0	82573	0	0										0		
28013	0	0					47262	8278	1378502					844219	18050	4281			0	614	0	0										0		
28152	1124	8228					589	22254	63149					0	0	0			13139	29138	0	0										0		
28675	0	0					2852	0	148614					33593	0	0			0	6130	0	0										67		
28732	0	971					141	4526	22174					0	0	0			1279	3986	0	0										0		
29476	0	1508					831	294	15039					1500	0	0			294	1622	0	0										0		
29636	0	0					1795	348191	145437					0	0	0			93153	76968	0	77821										701		
29878	0	0					2568	0	48349					0	0	0			0	0	0	0										0		
30052	0	0					139	0	6378					0	0	0			0	0	0	0										0		
31134	0	3946					168	0	25593					0	0	0			0	18076	0	0										0		
31255	0	15610					2840	0	216401					0	0	0			0	106234	0	0										0		
31657	0	0					530	104546	0					0	0	0			10467	0	0	0										0		
31826	0	0					1966	0	31889					0	0	0			0	19383	0	0										0		
31835	0	4905					0	2210	44846					0	0	0			2210	5576	0	0										721		
32234	15204	0					3132	158095	38139					0	0	0			114366	2855	0	0										0		
32766	0	0					1187	0	0					19000	0	0			0	0	0	0										0		
32971	0	865					1638	0	27285					17500	0	0			0	18863	0	0										60		
33147	0	0					4566	0	51748					11000	2035	2035			0	15412	0	0										0		
33259	0	97931					1773	1405	160041					24000	0	0			0	0	0	0										0		
33370	0	0					273	9	0					4082	0	0			0	0	0	0										0		
33839	0	0					90	0	14262					222	0	0			0	5019	0	0										0		
34537	0	100					137904	576155	5069260					775000	0	0			0	328684	0	483575										13844		
34555	0	47097					4060	0	144923					3230	0	0			0	33997	0	0										0		
34742	0	0					3015	3000	74588					41000	0	0			0	17877	0	0										0		
35057	0	3947					702	0	10619					0	0	0			0	3239	0	0										68		
35301	267000	23893000	0	0	0	0	568000	33011000	48476000	460000	292503000	0	264230000	17369000	5150000	608000	7000	0	0	25000	6218000	969000	13938000	5520000	12750000	8879000	5467000	2248000	582000	7911000	0	6000	0	
35646	0	577					619	0	25703					0	0	0			0	15939	0	0										0		
35879	6613	0					2789	33946	21983					29734	0	0			0	12009	0	0										0		
36933	0	0					1034	500	50386					14000	0	0			0	22527	0	0										0		
37051	0	0					680	0	1866					15000	0	0			0	1866	0	0										24		
37341	0	0					686	0	5973					1000	0	0			0	4411	0	0										15		
37435	0	102941					1632	44916	681974					0	0	0			2589	24695	0	0										0		
37640	0	135411					17509	0	1663355					102065	0	0			0	486535	0	30362										0		
37659	0	0					56	4976	127					0	0	0			4976	0	0	0										0		
37949	0	11931					616	0	138831					3000	0	0			0	62354	0	28280										0		
38740	0	0					3438	0	75119					36231	0	0			0	24625	0	0										0		
39327	0	4908					711	13205	178881					0	0	0			3574	7790	0	0										0		
40033	0	1612					472	0	17421					0	0	0			0	2437	0	0										0		
40855	0	990					1117	0	13181					9331	0	0			0	5247	0	0										0		
41553	0	0					481	13232	66448					0	0	0			13232	5560	0	0										0		
41629	0	15097					1979	0	54865					30000	0	0			0	4926	0	0										0		
41825	0	0					2709	85592	51713					42000	73	26			28867	4558	0	0										0		
42037	0	0					65	0	21823					0	0	0			0	10892	0	0										0		
42354	0	8503					1737	0	38403					20000	0	0			0	15168	0	0										0		
42372	0	12801					809	0	76285					10000	0	0			0	5032	0	0										0		
42420	0	0					28945	577286	1041734					3562	0	0			22739	6272	0	22858										0		
42448	0	1989					10646	0	180266					130732	0	0			0	128584	0	0										0		
42457	0	0					305	7412	7967					0	0	0			7412	0	0	0										0		
43052	0	0					2737	0	29391					1450	0	0			0	8005	0	0										0		
43351	0	0					657	0	2531					10945	0	0			0	1425	0	0										16		
43856	0	0					1450	2425	13624					2000	0	0			2425	538	0	0										0		
43959	0	1679					1463	0	84143					24000	0	0			0	43423	0	0										0		
44040	0	0					1666	0	148384					1000	0	0			0	43739	0	0										0		
44433	0	0					6881	0	966535					30000	0	0			0	9203	0	0										0		
44741	0	5298					1459	0	182256					0	0	0			0	134195	0	0										102		
44750	0	0					2112	0	41885					25600	0	0			0	474	0	0										0		
44929	0	47454					544	0	53936					0	0	0			0	1985	0	0										0		
45056	0	2387					246	7403	28231					68	0	0			7403	331	0	0										0		
45458	0	0					3030	500	72495					24675	0	0			0	26954	0	0										0		
45551	0	43279					6084	0	186746					50000	0	0			0	74331	0	0										0		
45560	0	0					10176	27012	450155					0	0	0			3924	15822	0	0										3539		
45775	0	0					326	0	25138					6055	0	0			0	737	0	0										0		
46053	0	2921					2845	36765	71210					0	0	0			23383	24510	0	0										100		
46941	0	0					486	1610	40139					2351	0	0			1360	12159	0	0										0		
47247	0	0					9702	832	26507					133000	404	498			332	14389	0	0										0		
47500	0	0					3544	0	48827					83624	0	0			0	5539	0	0										7106		
48374	0	0					10900	0	98651					82000	0	0			0	28316	0	119										386		
48440	0	0					1205	0	56346					14495	0	0			0	15392	0	0										0		
49054	0	0					1680	0	24761					30628	0	0			0	883	0	0										0		
49148	0	0					284	0	53629					0	0	0			0	14193	0	0										0		
49241	0	0					13310	28046	109183					0	0	0			8729	39761	0	0										0		
49652	0	0					2004	0	36079					15144	0	0			0	17325	0	0										0		
49858	0	0					169	0	15314					0	0	0			0	1100	0	0										0		
49951	0	0					1155	0	17995					7000	0	0			0	967	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					6437	0	29251					94000	0	0			0	0	0	0										0		
51356	0	0					0	0	15995					0	0	0			0	0	0	0										0		
51459	0	37882					4046	0	144321					0	0	0			0	28605	0	0										59		
51842	0	917					2650	0	138652					11000	0	0			0	37766	0	0										337		
52719	0	0					6402	0	0					991925	0	0			0	0	0	0										0		
52951	0	0					3323	0	161220					51500	0	0			0	72441	0	0										0		
53051	0	0					5	31360	0					0	0	0			2976	0	0	0										0		
54058	0	12027					1499	0	116303					5000	0	0			0	25587	0	0										0		
54973	59971	59958					107836	1089344	938614					0	0	0			0	13053	0	0										0		
55336	0	22087					1866	0	103511					2253	0	0			0	23228	0	0										0		
55635	0	3502					483	0	6744					7500	0	0			0	0	0	0										0		
55970	0	41105					370	0	41105					0	0	0			0	0	0	0										0		
56258	0	0					1330	0	129711					13575	0	0			0	58598	0	0										0		
56351	0	0					11675	255626	387830					0	0	0			162648	168328	0	0										0		
56548	0	0					6947	0	111017					154000	0	0			0	0	0	0										60		
56717	0	0					3699	0	228709					21153	0	0			0	66392	0	0										0		
57451	0	72877					1675	0	266041					15000	0	0			0	94861	0	4978										1368		
58225	0	17598					618	0	101140					4550	0	0			0	22595	0	0										0		
58243	0	998					38465	834677	277313					162312	0	0			74731	45765	0	0										0		
58355	0	0					128	47	0					0	0	0			47	0	0	0										0		
58551	0	0					118	0	82736					0	0	0			0	43773	0	0										0		
58636	0	0					889	0	112165					0	0	0			0	38663	0	0										0		
58757	0	26552					2038	0	58903					22500	0	0			0	18571	0	0										71		
58971	120014	0					17720	2174224	134134					250000	0	0			1245	2518	0	386779										0		
59316	0	22755					7181	0	431184					88268	0	0			0	90941	0	0										0		
59352	0	0					387	0	200249					0	0	0			0	32287	0	0										0		
59370	0	0					348	1126	15543					0	0	0			0	4927	0	0										32		
59754	0	0					1464	0	441					10000	0	0			0	441	0	0										0		
60330	0	0					1343	0	216214					3	0	0			0	35286	23600	0										0		
60545	0	4822					519	0	68873					5000	0	0			0	44122	0	0										0		
60554	0	4795					192	0	6912					1010	0	0			0	0	0	0										58		
60648	0	2884					712	1269	112019					0	0	0			1269	48253	0	0										0		
61122	0	0					1621	172774	94136					0	0	0			4381	8466	0	19588										1035		
61355	0	64555					5253	222472	198060					25000	0	0			87091	16884	0	10170										0		
61757	10064	37192					1223	16474	40579					0	0	0			1315	310	0	0										0		
61832	0	0					1403	0	174471					0	0	0			0	89992	0	0										0		
61953	0	3377					277	12949	29098					0	0	0			12437	453	0	0										0		
62044	0	0					286	0	2035					0	0	0			0	0	0	0										0		
62110	0	0					126	0	0					0	0	0			0	0	0	0										9480		
62147	0	0					747	500	28216					9000	0	0			0	18001	0	0										0		
63050	0	0					1298	0	77613					25000	0	0			0	46822	0	0										0		
63069	4608187	9054275	0	0	0	0	448531	8645834	10906042	0	99947369	0	88259378	4528468	333461	0	366743	0	245880	0	0	0	288734	126527	2837290	0	299000	0	0	1725240	0	170476	0	
63201	0	2902					566	16908	63325					2219	0	0			12895	27484	0	0										0		
63573	0	0					2320	0	69377					11954	0	0			0	0	0	0										0		
63733	0	0					5565	0	393108					87863	0	0			0	75601	0	0										89		
64552	0	0					2208	0	25401					0	0	0			0	718	0	0										0		
64730	0	0					219	0	107495					0	0	0			0	560	0	0										0		
65205	0	0					859	0	97859					8090	0	0			0	0	0	0										449		
65559	0	5011					609	0	330820					0	0	0			0	72893	0	0										0		
65858	0	9857					3079	1250	578241					50018	0	0			1250	100619	0	0										37		
66154	0	0					1369	0	30511					904	0	0			0	10886	0	0										0		
66275	0	22898					2433	0	92695					40000	0	0			0	4170	0	0										71		
67142	0	0					2625	0	46197					20000	0	0			0	30780	0	0										0		
67151	0	0					657	2744	210761					8500	0	0			0	66570	0	0										0		
67209	0	0					8362	0	164339					181470	7408	7408			0	4044	0	0										18104		
67254	0	0					0	0	0					0	0	0			0	0	0	0										0		
67656	0	13054					937	105594	207286					0	0	0			45361	64348	0	0										0		
68671	0	0					115	0	0					0	0	0			0	0	0	0										0		
68756	0	105683					1750	24758	207737					486	0	0			0	20177	0	0										0		
68831	0	0					1114	0	45822					0	0	0			0	13566	0	0										0		
69333	0	0					3792	176948	214672					0	0	0			85253	79301	0	45753										0		
69678	0	39085					1034	254	196216					0	0	0			254	79850	0	0										60		
70218	0	0					679	0	1992					13000	0	0			0	0	0	0										0		
70638	0	0					1982	0	44490					31179	0	0			0	43922	0	0										0		
70955	0	0					0	0	0					0	0	0			0	0	0	0										0		
71073	0	0					2579	500	14896					51026	0	0			0	706	0	0										0		
71457	0	11785					3671	106	129849					9000	0	0			106	38655	0	23865										0		
71859	0	0					149	0	3592					0	0	0			0	1335	0	0										0		
72258	0	0					654	306012	238648					0	0	0			290347	0	0	0										0		
72351	0	0					121	0	31427					0	0	0			0	12237	0	0										0		
72454	0	15716					111	18171	15716					0	0	0			18171	0	0	0										34		
72678	0	0					2173	0	135885					36932	0	0			0	88556	0	9407										51		
73116	0	0					544	0	132869					3000	0	0			0	5888	0	0										0		
73152	0	0					571	0	54274					8000	0	0			0	29082	0	0										0		
73554	0	0					3803	6102	66838					62472	0	0			2602	1279	0	0										0		
73956	0	503					222	0	17699					0	0	0			0	4296	0	0										0		
74056	0	8015					279	0	47189					0	0	0			0	251	0	0										0		
74140	0	158362					8313	0	492743					0	0	0			0	66334	0	113530										0		
74403	0	5440					3560	0	133643					62846	0	0			0	0	0	55690										0		
74449	4488	0					25	5488	0					0	0	0			0	0	0	0										0		
75259	0	0					1395	0	19240					23000	0	0			0	4704	0	0										0		
75446	0	0					4037	0	153956					12540	0	0			0	107463	0	0										0		
75455	0	25056					0	0	25499					0	0	0			0	0	0	0										0		
75633																																		
75651	0	951					530	0	26739					0	0	0			0	3711	0	0										2734		
76153	990	0					654	4737	986					6000	0	0			500	0	0	0										64		
76443	0	0					214	0	31605					254	0	0			0	7543	0	0										0		
76854	0	0					2129	0	71957					35000	0	0			0	36011	0	0										0		
77150	0	4022					91	0	12051					706	0	0			0	0	0	0										0		
77253	0	0					1753	6616	192633					1876	0	0			6616	104394	0	0										0		
77422	0	0					701	0	20586					5000	0	0			0	3394	0	0										0		
77851	0	0					21626	522818	280087					1340	0	0			175874	0	0	0										0		
78157	497	0					100	13111	4756					0	0	0			1269	976	0	0										0		
78241	0	0					299	0	14198					0	0	0			0	3586	0	0										0		
78559	0	11680					87	0	12255					0	0	0			0	0	0	0										7		
79042	0	0					2910	0	72890					40574	0	0			0	31555	0	0										0		
79127	0	2227					334	0	22139					1616	0	0			0	7441	0	0										0		
79145	0	0					2334	0	15898					33185	0	0			0	1826	0	0										0		
79257	0	587					0	1834	9285					3279	0	0			1134	0	0	0										663		
79855	0	13228					481	660	13776					0	0	0			660	540	0	295										0		
80150	0	0					447	0	192242					67	0	0			0	99955	0	0										0		
80374	0	11581					420	0	99245					0	0	0			0	20476	0	0										0		
80431	0	4922					97	0	15727					0	0	0			0	1513	0	0										0		
81175	0	24897					1939	2	41207					5551	74	0			0	7587	0	0										0		
82033	0	0					1900	0	60761					25000	0	0			0	11251	0	0										0		
82257	0	1749					92	0	19546					0	0	0			0	1420	0	0										6		
82350	0	0					71	0	22320					1	0	0			0	3919	0	0										0		
83375	0	0					1539	151784	173044					0	1497	0			151784	44434	0	0										1611		
83638	0	0	0	1625	0	0	58048	0	2368817	13998	9866789	0	8901697	732263	0	0	0	85077	0	0	0	0	0	2165862	0	116253	0	0	0	0	0	2528	895	
83834	0	0					1514	1675	48272					7409	0	0			0	23887	0	0										0		
83852	0	1452					27	0	18942					0	0	0			0	8446	0	0										0		
83955	0	0					296	4096	41750					674	0	0			1706	14317	0	0										0		
84541	0	6891					7675	130465	398778					2269	0	0			130465	44679	0	0										0		
85052	0	0					493	7749	100441					0	0	0			0	26059	0	1459										0		
85472	0	43422					126767	853671	1181087					1247124	0	0			159656	80294	0	67249										0		
85931	0	0					1722	25639	64296					5000	0	0			22424	17077	0	0										0		
86349	0	22418					1569	0	142519					0	0	0			0	53313	0	0										0		
86675	0	0					7165	0	177820					0	0	0			0	20681	0	0										0		
87047	0	0					446	0	60238					0	0	0			0	37169	0	0										0		
87234	0	0					2064	0	56025					9000	0	0			0	19789	0	0										0		
87476	0	21861					2585	0	32612					0	0	0			0	0	0	0										0		
87579	0	9734					2051	12764	53747					5200	0	0			0	0	0	0										5231		
88231	0	2530					5526	9985	109104					40000	0	0			5751	26827	0	0										0		
88259	0	4313					378	0	12677					3501	0	0			0	4341	0	0										0		
88352	0	2901					83	0	54270					0	0	0			0	18391	0	0										0		
88455	0	0					2974	32144	154429					22000	0	0			21561	86357	0	0										0		
89032	0	58266					611	8162	76114					0	0	0			7824	0	0	0										0		
89135	0	0					170	0	5384					0	0	0			0	2568	0	0										0		
89854	0	3718					647	0	9092					2000	0	0			0	112	0	0										55		
89957	0	0					1000	0	11547					0	0	0			0	0	0	0										0		
90047	0	0					0	0	14856					0	0	0			0	13853	0	0										0		
90177	0	0					2333	13371	24557					34312	0	0			4643	0	0	0										113		
90328	0	0					3812	0	106142					6000	0	0			0	39106	0	0										72		
90337	0	14731					3034	0	43539					0	0	0			0	8644	0	0										0		
90579	0	74576					2998	0	176621					19645	0	0			0	0	0	0										0		
91615	0	0					325	0	21189					0	0	0			0	8832	0	0										85		
91950	0	0					322	3902	27741					4095	0	0			3902	15814	0	0										0		
92144	0	9691					79	0	18535					0	0	0			0	2874	0	0										0		
92676	0	0					3517	0	119074					60000	0	0			0	4984	0	3062										48		
92706	0	0					490	0	77377					5000	0	0			0	30063	0	0										423		
92902	0	0					48	6920	0					0	0	0			6920	0	0	0										0		
93244	0	1469					5115	2200	94415					71626	0	0			0	24572	0	10061										72		
93543	0	0					2517	0	73233					0	0	0			0	67423	0	0										985		
93619																																		
94139	0	0					9950	18477	292693					196250	0	0			15148	46616	0	0										0		
94522	0	17267					1302	15250	76021					0	7733	0			0	34465	0	0										1315		
94755	0	2916					482	0	77023					4000	0	0			0	16651	0	0										0		
94858	0	0					251	0	45227					0	0	0			0	29006	0	0										0		
95051	0	3006					4133	0	20550					91111	0	0			0	612	0	0										54		
95677	0	0					657	7779	10					11500	0	0			0	0	0	0										0		
96553	0	4862					1025	1857	5234					16900	0	0			1508	0	0	0										6		
97055	0	401					4027	0	83689					86200	0	0			0	48954	0	0										341		
97279	0	0					244	0	19315					0	0	0			0	5412	0	0										0		
97457	0	0					773	0	1989					0	0	0			0	1644	0	0										0		
97804	0	0					15442	0	136660					80796	0	0			0	7420	0	0										0		
97943	0	1793					1896	0	98551					20000	0	0			0	59498	0	0										0		
98351	0	0					259	1319	19782					0	0	0			902	12154	0	0										0		
98463	0	65440					2300	0	318959					0	0	0			0	30867	0	26899										0		
98717	0	0					547	0	28443					4684	0	0			0	0	0	0										0		
99143	0	14914					905	4516	91055					338	0	0			4414	42679	0	0										0		
99376	0	0					11346	474	505266					100000	0	0			0	0	0	0										0		
99442	0	0					1230	144005	98888					0	0	0			54552	78645	0	0										0		
99536	0	51131					1347	0	347639					27	0	0			0	5809	0	12401										0		
99853	0	0					0	0	24261					0	0	0			0	4835	0	0										0		
100236	0	2995					448	200	14766					0	0	0			200	4120	0	0										0		
100357	0	0					5208	8906	262975					0	0	0			0	82999	0	0										0		
100562	0	0					19978	85740	1765472					11455	0	0			1564	217430	0	0										2676		
100777	0	0					1907	25085	187502					25000	0	0			0	15001	0	0										0		
100843	0	19565					6562	4185	189255					86350	0	0			4185	113972	0	0										0		
101037	0	5027					656	0	351749					0	0	0			0	118203	0	0										0		
101439	0	0					200	0	32118					0	0	0			0	3465	0	0										0		
101671	0	54912					1449	6675	289309					0	0	0			6675	13262	0	0										0		
101738	0	1959					1262	65800	89077					5000	0	0			60800	0	0	0										0		
101952	0	908					1527	0	48564					0	0	0			0	34128	0	0										0		
102333	0	2995					0	0	20681					0	0	0			0	8063	0	0										0		
102342	0	3405					1940	0	74907					6000	0	0			0	30306	0	0										392		
102557	0	25312					417	0	26064					4000	0	0			0	309	0	0										0		
102874	0	1225					1386	1230	6413					5000	0	0			0	354	0	0										0		
103134	0	6412					662	0	24050					0	0	0			0	2453	0	0										0		
104234	0	0					74	5967	61180					0	0	0			4505	26515	0	0										0		
104542	0	0					396	0	34901					4745	0	0			0	11864	0	0										0		
104971	0	0					23	0	2651					0	0	0			0	0	0	0										0		
105026	0	12096					672	47885	52962					6000	0	0			8716	5231	0	0										0		
105473	49874	10020					8919	1123777	28629					0	6505	0			5988	0	0	79474										9		
105530	0	0					443	0	72819					0	0	0			0	16680	0	0										0		
106359	0	2925					11481	16546	598439					170000	879	879			0	64460	0	0										0		
106452	0	19565					1090	47039	68679					15000	0	0			46931	0	0	6270										0		
106676	0	3988					672	0	4939					15300	0	0			0	939	1149	0										0		
107244	0	0					739882	0	3843525					200000	0	0			0	1926846	0	636										0		
107570	0	0					2835	11263	82859					39500	0	0			11263	38018	0	0										0		
107758	0	0					531	0	6849					7838	0	0			0	6849	0	0										0		
108072	0	0					635	0	27633					7000	0	0			0	551	0	0										0		
108269	0	3482					117	0	15275					0	0	0			0	4158	0	0										0		
108652	5960	3486					380	5960	3486					0	0	0			0	0	0	0										0		
108746	0	0					36	0	50259					0	0	0			0	33438	0	0										0		
108951	0	24496					3892	0	224582					54475	0	0			0	117318	0	0										386		
109136	0	2003					384	91246	128114					0	0	0			12884	72456	0	0										0		
109154	0	390					1395	0	24565					0	0	0			0	13860	0	0										0		
109453	0	0					1372	0	34037					19500	0	0			0	12833	0	0										0		
109574	0	14964					2767	0	88595					58708	0	0			0	0	0	0										35243		
109659	0	1980					933	0	15733					0	0	0			0	709	0	0										0		
110413	0	0					12180	0	355254					0	14195	0			0	41768	0	2024										0		
110936	0	0					2314	0	988075					833	0	0			0	0	0	0										9257		
110945	0	0					1470	0	45223					8339	0	0			0	18641	0	0										0		
110972	0	1508					636	0	6190					7000	0	0			0	2850	0	0										0		
111157	0	0					801	0	2095					16697	0	0			0	464	0	0										0		
111205	0	5851					6754	0	105842					150328	0	0			0	0	0	0										22703		
